TEMEL BILGILER - Baslik;TEMEL BILGILER - Arac Turu;TEMEL BILGILER - Govde Tipi;TEMEL BILGILER - Segment;TEMEL BILGILER - Marka;TEMEL BILGILER - Seri;TEMEL BILGILER - Model;TEMEL BILGILER - Donanim Paketi;TEMEL BILGILER - Model Yili;TEMEL BILGILER - Uretim Ulkesi;MOTOR - Yakit Turu;MOTOR - Yakit Tipi;MOTOR - Motor Tipi;MOTOR (Fosil Yakit) - Besleme Tipi;MOTOR (Fosil Yakit) - Silindir Adedi;MOTOR (Fosil Yakit) - Silindir Hacmi;MOTOR (Fosil Yakit) - Yakit Puskurtme;MOTOR (Elektrik) - Motor Gucu;MOTOR (Elektrik) - Batarya Kapasitesi;MOTOR (Elektrik) - Batarya Tipi;SANZIMAN - Sanziman Turu;SANZIMAN - Sanziman Modeli;SANZIMAN - Vites Sayisi;PERFORMANS - PERFORMANS PUANI;PERFORMANS - Beygir Gucu;PERFORMANS - Azami Tork;PERFORMANS - Azami Hiz;PERFORMANS - 0-100 Km Hizlanma;CEKIS SISTEMI - Cekis Turu;CEKIS SISTEMI - Cekis Kontrol Sistemi;BOYUTLAR - KONFOR PUANI;BOYUTLAR - Ic Hacim;BOYUTLAR - Uzunluk;BOYUTLAR - Genislik;BOYUTLAR - Yukseklik;BOYUTLAR - Ağirlik;BOYUTLAR - Bagaj Hacmi (Standart);BOYUTLAR - Bagaj Hacmi (Genisletilmis);LASTIK & JANT - Lastik Ebatlari;LASTIK & JANT - Jant Capi;LASTIK & JANT - Kesit Orani;LASTIK & JANT - Taban Genisliği;DIS DONANIM - Kapi Sayisi;DIS DONANIM- Far Tipi;DIS DONANIM- Sis Farlari;IC DONANIM - Koltuk Sayisi;IC DONANIM - Doseme Tipi;IC DONANIM - Surucu Koltuğu Ayarlari;IC DONANIM - On Yolcu Koltuğu Ayarlari;IC DONANIM - Klima;SENSORLER - Far Sensoru;SENSORLER - Yağmur Sensoru;SENSORLER - Lastik Basinc Sensoru;SENSORLER - Park Sensoru & Yardimcisi;GUVENLIK - GUVEN PUANI;GUVENLIK - Hava Yastiği Adedi;GUVENLIK - NCAP/ANCAP Puani;EKONOMI - EKO PUANI;EKONOMI - Tahmini Bakim Masrafi;EKONOMI - Yillik MTV Tutari;EKONOMI - Ortalama Yakit Tuketimi (100 km);EKONOMI - Sehir Ici Tuketim (100 km);EKONOMI - Sehir Disi Tuketim (100 km);EKONOMI (Fosil Yakit) - Yakit Kapasitesi (lt);EKONOMI (Elektrik) - Menzil (WLTP - Birlesik);EKONOMI (Elektrik) - Menzil (WLTP - Sehir Ici);EKONOMI (Elektrik) - Sarj Suresi;EMISYON - Emisyon Standardi;EMISYON - Ortalama Emisyon
Mercedes CLA 180d 1.5 109 PS 7G-DCT Urban;Binek;Sedan;Premium D;Mercedes-Benz;CLA;Cla 180D;Urban;2016, 2017, 2018;Almanya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1461;Common Rail Direkt Enjeksiyon;;;;Otomatik;7G-DCT (YO);7 ileri;52;109;260;205;11,6;Onden Cekisli;Var;79;71;4640;1777;1432;1465;470;1375;225/40 R18;18;40%;225;5; LED; Var;5;Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;114;7;5;79;77;3661;4,44;4,7;3,9;56;;;;EURO 6;109
Mercedes CLA 200 1.6 156 PS 7G-DCT AMG;Binek;Sedan;Premium D;Mercedes-Benz;CLA;Cla 200;AMG;2016, 2017, 2018;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;4;1595;Cok Noktadan Enjeksiyon;;;;Otomatik;7G-DCT (YO);7 ileri;63;156;250;230;7,9;Onden Cekisli;Var;78;71;4640;1777;1432;1430;470;Koltuklar Katlanmiyor;225/40 R18;18;40%;225;5; LED; Var;5;Kumas & Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;114;7;5;72;74;3661;6,17;7,2;4,7;56;;;;EURO 6;128
Mercedes CLA 200 1.6 156 PS 7G-DCT Urban;Binek;Sedan;Premium D;Mercedes-Benz;CLA;Cla 200;Urban;2016, 2017, 2018;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;4;1595;Cok Noktadan Enjeksiyon;;;;Otomatik;7G-DCT (YO);7 ileri;63;156;250;230;7,9;Onden Cekisli;Var;78;71;4640;1777;1432;1430;470;Koltuklar Katlanmiyor;225/40 R18;18;40%;225;5; LED; Var;5;Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;114;7;5;72;74;3661;6,17;7,2;4,7;56;;;;EURO 6;128
Renault Clio 1.0 TCe 90 BG X-Tronic Icon;Binek;Hatchback;B;Renault;Clio;Clio;Icon;2021;Fransa;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;3;999;Cok Noktadan Enjeksiyon;;;;Otomatik;X-Tronic;Kademesiz;50;90;220;182;11,5;Onden Cekisli;Var;69;63;4050;1798;1440;1201;391;1069;205/45 R17;17;45%;205;5; LED; Var;5;Kumas;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;106;6;5;81;85;3372;5,85;6,5;4,8;42;;;;EURO 6.2;131
Renault Clio 1.0 TCe 90 BG X-Tronic Touch;Binek;Hatchback;B;Renault;Clio;Clio;Touch;2021;Fransa;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;3;999;Cok Noktadan Enjeksiyon;;;;Otomatik;X-Tronic;Kademesiz;50;90;220;182;11,5;Onden Cekisli;Var;65;63;4050;1798;1440;1201;391;1069;195/55 R16;16;55%;195;5; LED; Var;5;Kumas;Elektronik;Elektronik;Otomatik Klima;Var;Yok;Var;Var;106;6;5;82;85;3372;5,85;6,5;4,8;42;;;;EURO 6.2;131
Bentley Continental GT 6.0 W12 590 PS Otomatik;Binek;Coupe;S;Bentley;Continental GT;Continental;Standart;2015;Ingiltere;Fosil Yakit;Benzin;Icten Yanmali (Standart);Cift Turbo;12;5998;Cok Noktadan Enjeksiyon;;;;Otomatik;Tiptronik;8 ileri;127;590;720;318;4,5;4x4 Cekisli;Yok;104;79;4807;1947;1401;2320;358;Koltuklar Katlanmiyor;275/35 R20;20;35%;275;3; LED; Var;4;Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;67;6;Test Edilmemis;-276;-4;85377;16,3;21,7;9,6;90;;;;EURO 5;327
Bentley Continental GT 4.0 V8 S 528 PS Otomatik;Binek;Coupe;S;Bentley;Continental GT;Continental;Standart;2016;Ingiltere;Fosil Yakit;Benzin;Icten Yanmali (Standart);Cift Turbo;8;3993;Cok Noktadan Enjeksiyon;;;;Otomatik;Tiptronik;8 ileri;120;528;680;309;4,5;4x4 Cekisli;Yok;103;79;4807;1947;1401;2295;358;Koltuklar Katlanmiyor;275/35 R20;20;35%;275;3; LED; Var;4;Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;67;6;Test Edilmemis;16;28;5973;12,22;15,7;7,8;90;;;;EURO 6;250
Mini Cooper Countryman ALL4 5K 1.5 136 BG Steptronic (4x4);SUV;SUV;Premium C;Mini;Mini Cooper;Cooper Countryman All4 5K;Turkiye Paketi;2017, 2018;Ingiltere > Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;3;1498;Direkt Enjeksiyon;;;;Otomatik;Steptronic;8 ileri;57;136;220;207;8,1;4x4 Cekisli;Var;74;69;4299;1727;1557;1545;450;1390;205/65 R16;16;65%;205;5; LED; Var;5;Kumas & Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;110;6;5;73;79;3661;6,62;7,3;5,5;51;;;;EURO 6;140
Mini Cooper SE 184 PS;Binek;Hatchback;Premium C;Mini;Cooper SE;Cooper Se;Classic;2024;Ingiltere > Almanya;Elektrik;Elektrik;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;135;32,6;Lityum Iyon;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;62;184;270;150;7,3;Onden Cekisli;Var;67;57;3850;1727;1432;1440;211;731;195/55 R16;16;55%;195;3;LED;Var;4;Kumas & Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;83;6;4;94;115;9673;;;;;215;402;AC (11,2 kW) (%0 - %80) 2sa,30dk,;Emisyon Yok;Emisyon Yok
Toyota Corolla 1.8 Hybrid 122 PS e-CVT Dream;Binek;Sedan;C;Toyota;Corolla;Corolla;Dream;2019, 2020, 2021, 2022, 2023;Japonya;Fosil Yakit;Benzin & Elektrik;HEV (Benzinli & Elektrikli);Atmosferik;4;1798;EFI (Elektronik Yakit Puskurtme);;;;Otomatik;e-CVT;Kademesiz;55;122;305;180;11;Onden Cekisli;Var;70;71;4630;1780;1435;1385;471;Koltuklar Katlanmiyor;205/55 R16;16;55%;205;5;LED;Var;5;Kumas;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;114;7;5;90;74;1712;3,86;3,6;3,9;43;;;;EURO 6.2;87
Toyota Corolla 1.8 Hybrid 122 PS e-CVT Flame;Binek;Sedan;C;Toyota;Corolla;Corolla;Flame;2019, 2020, 2021, 2022;Japonya;Fosil Yakit;Benzin & Elektrik;HEV (Benzinli & Elektrikli);Atmosferik;4;1798;EFI (Elektronik Yakit Puskurtme);;;;Otomatik;e-CVT;Kademesiz;55;122;305;180;11;Onden Cekisli;Var;78;71;4630;1780;1435;1385;471;Koltuklar Katlanmiyor;225/40 R18;18;40%;225;5;LED;Var;5;Kumas;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;114;7;5;88;74;1712;3,86;3,6;3,9;43;;;;EURO 6.2;87
Toyota Corolla 1.8 Hybrid 122 PS e-CVT Flame X-Pack;Binek;Sedan;C;Toyota;Corolla;Corolla;Flame X-Pack;2019, 2020, 2021, 2022, 2023;Japonya;Fosil Yakit;Benzin & Elektrik;HEV (Benzinli & Elektrikli);Atmosferik;4;1798;EFI (Elektronik Yakit Puskurtme);;;;Otomatik;e-CVT;Kademesiz;55;122;305;180;11;Onden Cekisli;Var;78;71;4630;1780;1435;1385;471;Koltuklar Katlanmiyor;225/40 R18;18;40%;225;5;LED;Var;5;Kumas;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;114;7;5;88;74;1712;3,86;3,6;3,9;43;;;;EURO 6.2;87
Toyota Corolla 1.8 Hybrid 122 PS e-CVT Passion;Binek;Sedan;C;Toyota;Corolla;Corolla;Passion;2019, 2020;Japonya;Fosil Yakit;Benzin & Elektrik;HEV (Benzinli & Elektrikli);Atmosferik;4;1798;EFI (Elektronik Yakit Puskurtme);;;;Otomatik;e-CVT;Kademesiz;55;122;305;180;11;Onden Cekisli;Var;78;71;4630;1780;1435;1385;471;Koltuklar Katlanmiyor;225/40 R18;18;40%;225;5;LED;Var;5;Kumas;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;114;7;5;88;74;1712;3,86;3,6;3,9;43;;;;EURO 6.2;87
Toyota Corolla 1.8 Hybrid 122 PS e-CVT Passion X-Pack;Binek;Sedan;C;Toyota;Corolla;Corolla;Passion X-Pack;2019, 2020, 2021, 2022, 2023;Japonya;Fosil Yakit;Benzin & Elektrik;HEV (Benzinli & Elektrikli);Atmosferik;4;1798;EFI (Elektronik Yakit Puskurtme);;;;Otomatik;e-CVT;Kademesiz;55;122;305;180;11;Onden Cekisli;Var;78;71;4630;1780;1435;1385;471;Koltuklar Katlanmiyor;225/40 R18;18;40%;225;5;LED;Var;5;Kumas;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;114;7;5;88;74;1712;3,86;3,6;3,9;43;;;;EURO 6.2;87
Toyota Corolla 1.8 Hybrid 122 PS e-CVT Dream X-Pack;Binek;Sedan;C;Toyota;Corolla;Corolla;Dream X-Pack;2023;Japonya;Fosil Yakit;Benzin & Elektrik;HEV (Benzinli & Elektrikli);Atmosferik;4;1798;EFI (Elektronik Yakit Puskurtme);;;;Otomatik;e-CVT;Kademesiz;55;122;305;180;11;Onden Cekisli;Var;70;71;4630;1780;1435;1385;471;Koltuklar Katlanmiyor;205/55 R16;16;55%;205;5;LED;Var;5;Kumas;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;114;7;5;83;74;3721;3,86;3,6;3,9;43;;;;EURO 6.2;87
Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Dream;Binek;Hatchback;C;Toyota;Corolla;Corolla Hb;Dream;2020, 2022;Japonya;Fosil Yakit;Benzin & Elektrik;HEV (Benzinli & Elektrikli);Atmosferik;4;1798;EFI (Elektronik Yakit Puskurtme);;;;Otomatik;e-CVT;Kademesiz;56;122;305;180;10,9;Onden Cekisli;Var;69;68;4370;1790;1455;1360;361;Koltuklar Katlanmiyor;205/55 R16;16;55%;205;5;LED;Var;5;Kumas;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;113;7;5;87;74;2906;3,76;3,5;3,8;43;;;;EURO 6.2;83
Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Dream X-Pack;Binek;Hatchback;C;Toyota;Corolla;Corolla Hb;Dream X-Pack;2020, 2022;Japonya;Fosil Yakit;Benzin & Elektrik;HEV (Benzinli & Elektrikli);Atmosferik;4;1798;EFI (Elektronik Yakit Puskurtme);;;;Otomatik;e-CVT;Kademesiz;56;122;305;180;10,9;Onden Cekisli;Var;69;68;4370;1790;1455;1360;361;Koltuklar Katlanmiyor;205/55 R16;16;55%;205;5;LED;Var;5;Kumas;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;113;7;5;87;74;2906;3,76;3,5;3,8;43;;;;EURO 6.2;83
Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Flame;Binek;Hatchback;C;Toyota;Corolla;Corolla Hb;Flame;2020, 2022;Japonya;Fosil Yakit;Benzin & Elektrik;HEV (Benzinli & Elektrikli);Atmosferik;4;1798;EFI (Elektronik Yakit Puskurtme);;;;Otomatik;e-CVT;Kademesiz;56;122;305;180;10,9;Onden Cekisli;Var;77;68;4370;1790;1455;1360;361;Koltuklar Katlanmiyor;225/40 R18;18;40%;225;5;LED;Var;5;Kumas;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;113;7;5;84;74;2906;3,76;3,5;3,8;43;;;;EURO 6.2;83
Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Flame X-Pack;Binek;Hatchback;C;Toyota;Corolla;Corolla Hb;Flame X-Pack;2020, 2022;Japonya;Fosil Yakit;Benzin & Elektrik;HEV (Benzinli & Elektrikli);Atmosferik;4;1798;EFI (Elektronik Yakit Puskurtme);;;;Otomatik;e-CVT;Kademesiz;56;122;305;180;10,9;Onden Cekisli;Var;77;68;4370;1790;1455;1360;361;Koltuklar Katlanmiyor;225/40 R18;18;40%;225;5;LED;Var;5;Kumas;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;113;7;5;84;74;2906;3,76;3,5;3,8;43;;;;EURO 6.2;83
Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Passion X-Pack;Binek;Hatchback;C;Toyota;Corolla;Corolla Hb;Passion X-Pack;2020;Japonya;Fosil Yakit;Benzin & Elektrik;HEV (Benzinli & Elektrikli);Atmosferik;4;1798;EFI (Elektronik Yakit Puskurtme);;;;Otomatik;e-CVT;Kademesiz;56;122;305;180;10,9;Onden Cekisli;Var;77;68;4370;1790;1455;1360;361;Koltuklar Katlanmiyor;225/40 R18;18;40%;225;5;LED;Var;5;Kumas;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;113;7;5;84;74;2906;3,76;3,5;3,8;43;;;;EURO 6.2;83
Opel Corsa Elektrik 136 HP GS;Binek;Hatchback;B;Opel;Corsa Elektrik;Corsa Elektrik;GS;2024;Almanya > Hollanda;Elektrik;Elektrik;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;100;50;Lityum Iyon;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;56;136;260;150;8,2;Onden Cekisli;Var;73;69;4061;1960;1435;1469;267;1081;205/45 R17;17;45%;205;5;LED;Var;5;Kumas;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;84;6;4;111;117;4090;;;;;354;492;AC (7,4 kW) (%0 - %100) 7sa,30dk, | DC (100 kW) (%0 - %80) 25dk, | DC (50 kW) (%0 - %80) 40dk,;Emisyon Yok;Emisyon Yok
Honda CR-V 2.0 155 PS Otomatik Executive (4x4);SUV;SUV;C;Honda;CR-V;Cr-V;Executive;2014, 2015;Japonya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;4;1997;PGM-FI (Direkt Enjeksiyon);;;;Otomatik; Tork Konvertorlu;5 ileri;48;155;192;182;12,3;4x4 Cekisli;Yok;91;97;4570;2095;1685;1593;589;1146;225/60 R18;18;60%;225;5; Halojen; Var;5;Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;113;6;5;34;71;10613;8,45;10,1;6,2;58;;;;EURO 5;179
Honda CR-V 1.6 i-DTEC 160 PS Otomatik Executive (4x4);SUV;SUV;C;Honda;CR-V;Cr-V;Executive;2015;Japonya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1597;PGM-FI (Direkt Enjeksiyon);;;;Otomatik;ZF9;9 ileri;59;160;350;197;10,2;4x4 Cekisli;Yok;92;97;4570;2095;1680;1728;589;1146;225/60 R18;18;60%;225;5; LED; Var;5;Deri;Elektronik;Manuel;Otomatik Klima;Var;Var;Var;Var;114;6;5;69;74;3661;5,63;6;4,9;58;;;;EURO 5;139
Honda CR-V 1.6 i-DTEC 160 PS Otomatik Executive+ (4x4);SUV;SUV;C;Honda;CR-V;Cr-V;Executive+;2015;Japonya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1597;PGM-FI (Direkt Enjeksiyon);;;;Otomatik;ZF9;9 ileri;59;160;350;197;10,2;4x4 Cekisli;Yok;92;97;4570;2095;1680;1728;589;1146;225/60 R18;18;60%;225;5; LED; Var;5;Deri;Elektronik;Manuel;Otomatik Klima;Var;Var;Var;Var;114;6;5;69;74;3661;5,63;6;4,9;58;;;;EURO 5;139
Honda CR-V 1.6 DTEC 160 PS Otomatik Executive (4x4);SUV;SUV;C;Honda;CR-V;Cr-V;Executive;2016, 2017, 2018;Japonya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1597;PGM-FI (Direkt Enjeksiyon);;;;Otomatik;ZF9;9 ileri;59;160;350;197;10;4x4 Cekisli;Var;90;84;4605;1820;1670;1728;589;1146;225/60 R18;18;60%;225;5; LED; Var;5;Deri;Elektronik;Manuel;Otomatik Klima;Var;Var;Var;Var;113;6;5;71;74;3661;5,37;5,6;4,8;58;;;;EURO 6;134
Honda CR-V 1.6 DTEC 160 PS Otomatik Executive+ (4x4);SUV;SUV;C;Honda;CR-V;Cr-V;Executive+;2016, 2017, 2018;Japonya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1597;PGM-FI (Direkt Enjeksiyon);;;;Otomatik;ZF9;9 ileri;59;160;350;197;10;4x4 Cekisli;Var;90;84;4605;1820;1670;1728;589;1146;225/60 R18;18;60%;225;5; LED; Var;5;Deri;Elektronik;Manuel;Otomatik Klima;Var;Var;Var;Var;113;6;5;71;74;3661;5,37;5,6;4,8;58;;;;EURO 6;134
Honda CR-V 1.5 VTEC 193 BG Otomatik Elegance (4x4);SUV;SUV;C;Honda;CR-V;Cr-V;Elegance;2018, 2019, 2020, 2021, 2022, 2023;Japonya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;4;1498;PGM-FI (Direkt Enjeksiyon);;;;Otomatik;CVT;Kademesiz;57;193;243;200;10;4x4 Cekisli;Var;90;86;4600;1855;1681;1669;561;1627;235/60 R18;18;60%;235;5; LED; Var;5;Kumas;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;113;6;5;62;74;3661;7,66;8,6;6,2;57;;;;EURO 6;162
Honda CR-V 1.5 VTEC 193 BG Otomatik Executive (4x4);SUV;SUV;C;Honda;CR-V;Cr-V;Executive;2018, 2019, 2020, 2021, 2022, 2023;Japonya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;4;1498;PGM-FI (Direkt Enjeksiyon);;;;Otomatik;CVT;Kademesiz;57;193;243;200;10;4x4 Cekisli;Var;90;86;4600;1855;1681;1669;561;1627;235/60 R18;18;60%;235;5; LED; Var;5;Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;113;6;5;62;74;3661;7,66;8,6;6,2;57;;;;EURO 6;162
Honda CR-V 1.5 VTEC 193 BG Otomatik Executive+ (4x4);SUV;SUV;C;Honda;CR-V;Cr-V;Executive+;2018, 2019, 2020, 2021, 2022, 2023;Japonya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;4;1498;PGM-FI (Direkt Enjeksiyon);;;;Otomatik;CVT;Kademesiz;57;193;243;200;10;4x4 Cekisli;Var;94;86;4600;1855;1681;1669;561;1627;235/55 R19;19;55%;235;5; LED; Var;5;Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;113;6;5;60;74;3661;7,66;8,6;6,2;57;;;;EURO 6;162
Honda CR-V 2.0 i-MMD Hybrid 184 PS E-CVT Executive+ (4x4);SUV;SUV;C;Honda;CR-V;Cr-V;Executive+;2019, 2020, 2021, 2022, 2023;Japonya;Fosil Yakit;Benzin & Elektrik;HEV (Benzinli & Elektrikli);Atmosferik;4;1993;PGM-FI (Direkt Enjeksiyon);;;;Otomatik;E-CVT;Kademesiz;59;184;315;180;9,2;4x4 Cekisli;Var;91;86;4600;1855;1681;1743;497;1110;235/60 R18;18;60%;235;5;LED;Var;5;Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;113;6;5;67;70;3988;5,57;5,7;5,1;57;;;;EURO 6.2;126
Honda CR-V 1.5 VTEC 193 BG Otomatik Executive Lifestyle (4x4);SUV;SUV;C;Honda;CR-V;Cr-V;Executive Lifestyle;2020;Japonya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;4;1498;PGM-FI (Direkt Enjeksiyon);;;;Otomatik;CVT;Kademesiz;57;193;243;200;10;4x4 Cekisli;Var;90;86;4600;1855;1681;1669;561;1627;235/60 R18;18;60%;235;5; LED; Var;5;Deri & Kumas;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;113;6;5;53;74;6314;7,66;8,6;6,2;57;;;;EURO 6.2;162
Mazda CX-5 2.0 160 PS Otomatik Power (4x4);SUV;SUV;C;Mazda;CX-5;Cx-5;Power;2014, 2015, 2016, 2017;Japonya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1998;Cok Noktadan Enjeksiyon;;;;Otomatik;Skyactiv-Drive;6 ileri;55;160;208;187;9,2;4x4 Cekisli;Var;90;84;4555;1840;1670;1455;503;1620;225/55 R19;19;55%;225;5; Bi-Xenon; Var;5;Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;111;6;5;40;71;10613;7,19;8,1;5,8;58;;;;EURO 5;155
Mazda CX-5 2.2 Dizel 175 PS Otomatik Power (4x4);SUV;SUV;C;Mazda;CX-5;Cx-5;Power;2014;Japonya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;2191;Common Rail Direkt Enjeksiyon;;;;Otomatik;Skyactiv-Drive;6 ileri;67;175;420;204;9,4;4x4 Cekisli;Var;91;84;4555;1840;1670;1540;503;1620;225/55 R19;19;55%;225;5; Bi-Xenon; Var;5;Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;111;6;5;26;69;15954;5,84;6,4;4,9;58;;;;EURO 5;144
Mazda CX-5 2.2 Diesel 175 PS Otomatik Power (4x4);SUV;SUV;C;Mazda;CX-5;Cx-5;Power;2015, 2016;Japonya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;2191;Common Rail Direkt Enjeksiyon;;;;Otomatik;Skyactiv-Drive;6 ileri;67;175;420;204;9,4;4x4 Cekisli;Var;91;84;4555;1840;1670;1555;503;1620;225/55 R19;19;55%;225;5; Bi-Xenon; Var;5;Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;111;6;5;28;69;15954;5,37;5,5;4,9;58;;;;EURO 5;144
Mazda CX-5 2.0 160 PS Otomatik Power Sense (4x4);SUV;SUV;C;Mazda;CX-5;Cx-5;Power Sense;2017, 2018;Japonya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1998;Direkt Enjeksiyon;;;;Otomatik;Skyactiv-Drive;6 ileri;52;160;208;179;10,7;4x4 Cekisli;Var;90;84;4550;1840;1680;1482;506;1620;225/55 R19;19;55%;225;5; LED; Var;5;Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;111;6;5;40;71;10613;7,14;8;5,8;58;;;;EURO 6;155
Tesla Cybertruck 600 HP (4x4);Pick-Up;Pick-Up;Pick-Up;Tesla;Cybertruck;Cybertruck;All-Wheel Drive;2024;Amerika;Elektrik;Elektrik;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;123;120;Lityum Iyon;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;112;600;706;180;4,3;4x4 Cekisli;Var;130;134;5683;2201;1791;2995;3423;Koltuklar Katlanmiyor;35X12,5 R20;20;60%;280;5;LED;Var;5; Vegan Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;88;8;Test Edilmemis;67;98;9673;;;;;547;547;AC (11,5 kW) (%0 - %100) 12 sa | DC (250 kW) (%10 - %80) 30 dk,;Emisyon Yok;Emisyon Yok
Tesla Cybertruck Cyberbeast 845 HP (4x4);Pick-Up;Pick-Up;Pick-Up;Tesla;Cybertruck;Cybertruck Cyberbeast;Cyberbeast;2024;Amerika;Elektrik;Elektrik;BEV (Elektrikli);Elektrik;Elektrik;Elektrik;Elektrik;123;120;Lityum Iyon;Reduktor Sanziman;Reduktor Sanziman;Reduktor Sanziman;185;845;1396;209;2,7;4x4 Cekisli;Var;132;134;5683;2201;1791;3104;3423;Koltuklar Katlanmiyor;35X12,5 R20;20;60%;280;5;LED;Var;5; Vegan Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;89;8;Test Edilmemis;63;88;9673;;;;;515;515;AC (11,5 kW) (%0 - %100) 12 sa | DC (250 kW) (%10 - %80) 30 dk,;Emisyon Yok;Emisyon Yok
Aston Martin DB9 V12 6.0 517 PS Touchtronic;Binek;Coupe;S;Aston Martin;DB9;Db9 V12;Standart;2016;Ingiltere;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;12;5935;Direkt Enjeksiyon;;;;Otomatik;Touchtronic II;6 ileri;120;517;620;295;4,6;Arkadan Itisli;Var;94;75;4720;2061;1282;1785;165;227;245/35 R20;20;35%;245;3; Xenon; Var;4;Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;52;4;Test Edilmemis;-272;0;85377;16,45;21,6;10;78;;;;EURO 6;333
Aston Martin DB9 Volante V12 6.0 517 PS Touchtronic;Binek;Cabrio;S;Aston Martin;DB9;Db9 Volante V12;Standart;2016;Ingiltere;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;12;5935;Direkt Enjeksiyon;;;;Otomatik;Touchtronic II;6 ileri;119;517;620;295;4,6;Arkadan Itisli;Var;95;75;4720;2061;1282;1890;165;227;245/35 R20;20;35%;245;3; Xenon; Var;4;Deri;Elektronik;Elektronik;Otomatik Klima;Var;Var;Var;Var;53;4;Test Edilmemis;-272;0;85377;16,45;21,6;10;78;;;;EURO 6;333
